chr,start,end,name,score,strand,gc,gc_bin,chrom,feature_id,feature_bin,feature_type_top,feature_types,gene_name,gene_id,transcript_ids,gene_type_top,transcript_type_top,gene_types,transcript_types,input_sum,clip_sum,enrichment_n,enrichment_l2or_min,enrichment_l2or_mean,enrichment_l2or_max,p_max,p_min,q_max,q_min,symbol,expression,unique_ID,tscript_start,tscript_end,tscript_length
chr1,184691805,184691903,457015,0,-,0.285714,"[0,0.29]",chr1,56009,17,UTR3,UTR3:EXON_MRNA,EDEM3,ENSG00000116406.20,ENST00000318130.13:ENST00000367512.8:ENST00000687397.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,24,2,4.04346,4.36037,4.67728,0.0702659,0.000734569,0.14152,0.00927533,EDEM3,up,EDEM3_457015,184690237,184754858,64621
chr18,21868058,21868158,4887880,0,+,0.17,"[0,0.29]",chr18,527171,35,UTR3,UTR3:EXON_MRNA,MIB1,ENSG00000101752.13,ENST00000261537.7,protein_coding,protein_coding,protein_coding,protein_coding,0,24,2,4.04346,4.36037,4.67728,0.0702659,0.000734569,0.14152,0.00927533,MIB1,up,MIB1_4887880,21740792,21870953,130161
chr3,125231742,125231842,1276364,0,-,0.27,"[0,0.29]",chr3,139696,62,UTR3,UTR3:EXON_MRNA,ZNF148,ENSG00000163848.21,ENST00000360647.9,protein_coding,protein_coding,protein_coding,protein_coding,0,26,2,4.12024,4.3596,4.59896,0.0240096,0.0061025,0.0973574,0.0366982,ZNF148,up,ZNF148_1276364,125225669,125375325,149656
chr4,143472872,143472972,1451393,0,+,0.29,"[0,0.29]",chr4,156716,38,UTR3,UTR3:EXON_MRNA,GAB1,ENSG00000109458.10,ENST00000262994.9:ENST00000262995.9,protein_coding,protein_coding,protein_coding,protein_coding,0,26,2,4.12024,4.3596,4.59896,0.0240096,0.0061025,0.0973574,0.0366982,GAB1,up,GAB1_1451393,143336876,143474565,137689
chr3,197784004,197784103,1140757,0,+,0.252525,"[0,0.29]",chr3,128006,22,UTR3,UTR3:EXON_MRNA,FYTTD1,ENSG00000122068.13,ENST00000241502.9,protein_coding,protein_coding,protein_coding,protein_coding,0,25,2,4.28092,4.35869,4.43646,0.0338457,0.00351556,0.110571,0.0258079,FYTTD1,up,FYTTD1_1140757,197749883,197787596,37713
chr4,88259509,88259609,1531714,0,-,0.32,"(0.29,0.327]",chr4,165246,20,UTR3,UTR3:EXON_MRNA,PPM1K,ENSG00000163644.15,ENST00000608933.6,protein_coding,protein_coding,protein_coding,protein_coding,1,49,2,3.00315,4.356955,5.71076,0.0103605,1.26713e-06,0.0726393,0.000135636,PPM1K,up,PPM1K_1531714,88257620,88284561,26941
chr22,40332815,40332915,5378169,0,+,0.25,"[0,0.29]",chr22,596567,97,UTR3,UTR3:EXON_MRNA,TNRC6B,ENSG00000100354.22,ENST00000301923.13:ENST00000335727.13,protein_coding,protein_coding,protein_coding,protein_coding,0,24,2,4.15219,4.3545300000000005,4.55687,0.0581956,0.00122071,0.133139,0.0130782,TNRC6B,up,TNRC6B_5378169,40177925,40335808,157883
chr8,132012759,132012857,2668886,0,+,0.244898,"[0,0.29]",chr8,270704,20,UTR3,UTR3:EXON_MRNA,EFR3A,ENSG00000132294.15,ENST00000254624.10,protein_coding,protein_coding,protein_coding,protein_coding,0,24,2,4.15219,4.3545300000000005,4.55687,0.0581956,0.00122071,0.133139,0.0130782,EFR3A,up,EFR3A_2668886,131904093,132013642,109549
chrX,124101185,124101283,5534797,0,+,0.336735,"(0.327,0.354]",chrX,613772,7,UTR3,UTR3:EXON_MRNA,STAG2,ENSG00000101972.20,ENST00000371145.8:ENST00000371157.7:ENST00000693144.1:ENST00000688971.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,33,2,3.86857,4.35283,4.83709,0.00360252,0.000142566,0.0491718,0.00317464,STAG2,up,STAG2_5534797,123961706,124102656,140950
chr3,170395853,170395951,1108688,0,+,0.316327,"(0.29,0.327]",chr3,124599,36,UTR3,UTR3:EXON_MRNA,SKIL,ENSG00000136603.15,ENST00000465590.2:ENST00000259119.9,protein_coding,protein_coding,protein_coding,protein_coding,0,22,2,3.73336,4.352035,4.97071,0.080556,0.000121829,0.151315,0.00288426,SKIL,up,SKIL_1108688,170357342,170396835,39493
chr4,185458701,185458797,1596911,0,-,0.354167,"(0.327,0.354]",chr4,170493,7,CDS,CDS:EXON_MRNA,CCDC110,ENSG00000168491.10,ENST00000307588.8:ENST00000510617.5,protein_coding,protein_coding,protein_coding,protein_coding,0,21,2,4.2882,4.351315,4.41443,0.0124815,0.00231617,0.0780138,0.0198241,CCDC110,up,CCDC110_1596911,185445182,185471733,26551
chr7,121349272,121349371,2523236,0,-,0.30303,"(0.29,0.327]",chr7,257109,5,UTR3,UTR3:EXON_MRNA,FAM3C,ENSG00000196937.11,ENST00000359943.8,protein_coding,protein_coding,protein_coding,protein_coding,1,49,2,3.05425,4.349605,5.64496,0.00887758,2.01161e-06,0.0698257,0.000183105,FAM3C,up,FAM3C_2523236,121348878,121396308,47430
chr8,102205973,102206071,2750698,0,-,0.244898,"[0,0.29]",chr8,278481,16,UTR3,UTR3:EXON_MRNA,RRM2B,ENSG00000048392.13,ENST00000251810.8,protein_coding,protein_coding,protein_coding,protein_coding,2,55,2,3.29385,4.3483,5.40275,0.00298642,0.000216235,0.0467247,0.00418969,RRM2B,up,RRM2B_2750698,102204502,102238961,34459
chr8,38849004,38849102,2601818,0,+,0.295918,"(0.29,0.327]",chr8,264914,11,UTR3,UTR3:EXON_MRNA,TACC1,ENSG00000147526.20,ENST00000317827.9:ENST00000276520.12:ENST00000519093.5,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,1,37,2,3.80273,4.347565,4.8924,0.00588766,0.000177853,0.0586669,0.00372879,TACC1,up,TACC1_2601818,38787236,38853028,65792
chr13,67224543,67224643,3966354,0,-,0.32,"(0.29,0.327]",chr13,412027,237,UTR3,UTR3:EXON_MRNA:INTRON,PCDH9,ENSG00000184226.15,ENST00000377865.7:ENST00000377861.4,protein_coding,protein_coding,protein_coding,protein_coding,0,22,2,4.23011,4.345305,4.4605,0.0312223,0.00132813,0.107317,0.0136022,PCDH9,up,PCDH9_3966354,67201015,67230445,29430
chr4,73576409,73576507,1520746,0,-,0.316327,"(0.29,0.327]",chr4,163901,1,CDS,CDS:EXON_MRNA,RASSF6,ENSG00000169435.14,ENST00000307439.10:ENST00000342081.7:ENST00000395777.6,protein_coding,protein_coding,protein_coding,protein_coding,0,22,2,4.23011,4.345305,4.4605,0.0312223,0.00132813,0.107317,0.0136022,RASSF6,up,RASSF6_1520746,73571550,73620436,48886
chr5,132694385,132694483,1849678,0,-,0.295918,"(0.29,0.327]",chr5,194181,19,UTR3,UTR3:EXON_MRNA,KIF3A,ENSG00000131437.16,ENST00000378746.8,protein_coding,protein_coding,protein_coding,protein_coding,0,22,2,4.23011,4.345305,4.4605,0.0312223,0.00132813,0.107317,0.0136022,KIF3A,up,KIF3A_1849678,132692628,132737638,45010
chr3,177024802,177024901,1315698,0,-,0.383838,"(0.382,0.41]",chr3,143554,56,UTR3,UTR3:EXON_MRNA,TBL1XR1,ENSG00000177565.19,ENST00000457928.7:ENST00000474363.1:ENST00000673974.1:ENST00000631253.2:ENST00000431421.6:ENST00000352800.10:ENST00000422066.6,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:nonsense_mediated_decay,1,30,2,4.14125,4.34455,4.54785,0.00688992,3.23609e-05,0.0621975,0.00117177,TBL1XR1,up,TBL1XR1_1315698,177019344,177197482,178138
chr14,49895957,49896057,4011086,0,+,0.4,"(0.382,0.41]",chr14,417118,18,UTR3,UTR3:EXON_MRNA,ARF6,ENSG00000165527.8,ENST00000693319.1:ENST00000298316.7,protein_coding,protein_coding,protein_coding,protein_coding,1,41,2,3.40874,4.34246,5.27618,0.00189341,1.51383e-05,0.0398321,0.000701299,ARF6,up,ARF6_4011086,49893079,49897054,3975
chr17,67948155,67948230,4719964,0,+,0.506667,"(0.48,0.52]",chr17,502946,2,CDS,CDS:EXON_MRNA,BPTF,ENSG00000171634.19,ENST00000306378.11:ENST00000582467.2:ENST00000424123.7:ENST00000580465.5:ENST00000581258.5,protein_coding,protein_coding,protein_coding,protein_coding,2,40,2,2.52692,4.34071,6.1545,0.00764829,2.07143e-08,0.0647879,8.95972e-06,BPTF,up,BPTF_4719964,67825503,67984378,158875
chr4,73576234,73576310,1520744,0,-,0.263158,"[0,0.29]",chr4,163899,1,CDS_STOP,CDS_STOP:CDS:EXON_MRNA,RASSF6,ENSG00000169435.14,ENST00000307439.10:ENST00000342081.7:ENST00000395777.6,protein_coding,protein_coding,protein_coding,protein_coding,1,42,2,3.68092,4.33998,4.99904,0.00923679,0.000326625,0.0698257,0.00550177,RASSF6,up,RASSF6_1520744,73571550,73620436,48886
chr4,73576134,73576234,1520743,0,-,0.3,"(0.29,0.327]",chr4,163898,47,UTR3,UTR3:EXON_MRNA,RASSF6,ENSG00000169435.14,ENST00000307439.10:ENST00000342081.7:ENST00000395777.6,protein_coding,protein_coding,protein_coding,protein_coding,1,49,2,3.10361,4.33981,5.57601,0.00762231,3.22586e-06,0.0646157,0.000248597,RASSF6,up,RASSF6_1520743,73571550,73620436,48886
chr15,58855508,58855608,4227253,0,+,0.26,"[0,0.29]",chr15,440935,10,UTR3,UTR3:EXON_MRNA,MINDY2,ENSG00000128923.11,ENST00000316848.9:ENST00000559228.6,protein_coding,protein_coding,protein_coding,protein_coding:nonsense_mediated_decay,0,24,2,4.2533,4.33939,4.42548,0.0483926,0.00205661,0.124289,0.0184918,MINDY2,up,MINDY2_4227253,58771302,58861900,90598
chr9,107330240,107330337,2891368,0,+,0.268041,"[0,0.29]",chr9,290344,7,UTR3,UTR3:EXON_MRNA,RAD23B,ENSG00000119318.13,ENST00000358015.8,protein_coding,protein_coding,protein_coding,protein_coding,0,24,2,4.2533,4.33939,4.42548,0.0483926,0.00205661,0.124289,0.0184918,RAD23B,up,RAD23B_2891368,107283279,107332189,48910
chr3,179400522,179400620,1318057,0,-,0.367347,"(0.354,0.382]",chr3,143707,46,UTR3,UTR3:EXON_MRNA,GNB4,ENSG00000114450.11,ENST00000232564.8:ENST00000676128.1,protein_coding,protein_coding,protein_coding,protein_coding,4,54,2,3.08407,4.337425,5.59078,0.000167978,7.38488e-05,0.0161706,0.00201361,GNB4,up,GNB4_1318057,179396114,179451198,55084
chr4,13611016,13611100,1482188,0,-,0.333333,"(0.327,0.354]",chr4,160356,2,CDS,CDS:EXON_MRNA,BOD1L1,ENSG00000038219.13,ENST00000040738.10:ENST00000507943.2,protein_coding,protein_coding,protein_coding,protein_coding,0,20,2,4.20327,4.337425,4.47158,0.0213269,0.0010962,0.0939121,0.0122524,BOD1L1,up,BOD1L1_1482188,13568738,13627725,58987
chr1,184690824,184690922,457005,0,-,0.367347,"(0.354,0.382]",chr1,56009,7,UTR3,UTR3:EXON_MRNA,EDEM3,ENSG00000116406.20,ENST00000318130.13:ENST00000367512.8,protein_coding,protein_coding,protein_coding,protein_coding,0,23,2,3.88683,4.335315,4.7838,0.0093327,0.00367092,0.0491718,0.0487325,EDEM3,up,EDEM3_457005,184690237,184754858,64621
chr3,179022917,179023017,1317509,0,-,0.3,"(0.29,0.327]",chr3,143670,58,UTR3,UTR3:EXON_MRNA,ZMAT3,ENSG00000172667.11,ENST00000311417.7,protein_coding,protein_coding,protein_coding,protein_coding,1,37,2,3.71212,4.33471,4.9573,0.00486519,0.000290472,0.0545893,0.00505634,ZMAT3,up,ZMAT3_1317509,179017223,179071809,54586
chr18,51176350,51176450,4970290,0,-,0.44,"(0.41,0.442]",chr18,533564,1,CDS_STOP,CDS_STOP:CDS:EXON_MRNA,MEX3C,ENSG00000176624.12,ENST00000406189.4,protein_coding,protein_coding,protein_coding,protein_coding,2,63,2,4.11816,4.33254,4.54692,6.96699e-05,2.05076e-06,0.0116716,0.000183421,MEX3C,up,MEX3C_4970290,51174550,51197681,23131
chr4,39121562,39121662,1378127,0,+,0.3,"(0.29,0.327]",chr4,149981,6,UTR3,UTR3:EXON_MRNA:INTRON,KLHL5,ENSG00000109790.18,ENST00000508137.6:ENST00000504108.7:ENST00000515612.1,protein_coding,protein_coding,protein_coding,protein_coding,2,50,2,3.09235,4.3306,5.56885,0.000720854,0.000626303,0.0262741,0.00927533,KLHL5,up,KLHL5_1378127,39062232,39126233,64001
chr4,13604489,13604588,1482117,0,-,0.30303,"(0.29,0.327]",chr4,160332,57,CDS,CDS:EXON_MRNA,BOD1L1,ENSG00000038219.13,ENST00000040738.10:ENST00000507943.2,protein_coding,protein_coding,protein_coding,protein_coding,1,36,2,3.88797,4.32054,4.75311,0.00871715,0.000109978,0.0692815,0.00268506,BOD1L1,up,BOD1L1_1482117,13568738,13627725,58987
chr1,84237300,84237400,99714,0,+,0.24,"[0,0.29]",chr1,12486,21,UTR3,UTR3:EXON_MRNA,PRKACB,ENSG00000142875.21,ENST00000370685.7,protein_coding,protein_coding,protein_coding,protein_coding,0,25,2,4.12024,4.320115,4.51999,0.0284581,0.0061025,0.103609,0.0366982,PRKACB,up,PRKACB_99714,84078062,84238498,160436
chr14,68788054,68788153,4136146,0,-,0.222222,"[0,0.29]",chr14,431167,5,UTR3,UTR3:EXON_MRNA,ZFP36L1,ENSG00000185650.10,ENST00000439696.3,protein_coding,protein_coding,protein_coding,protein_coding,1,41,2,3.75692,4.31726,4.8776,0.0125542,0.00021948,0.0780138,0.00421885,ZFP36L1,up,ZFP36L1_4136146,68788605,68796249,7644
chr6,12119889,12119988,1913296,0,+,0.373737,"(0.354,0.382]",chr6,200432,1,CDS,CDS:EXON_MRNA,HIVEP1,ENSG00000095951.18,ENST00000491710.6:ENST00000487103.6:ENST00000379388.7,protein_coding,protein_coding,protein_coding,protein_coding,0,19,2,4.10626,4.31706,4.52786,0.0242841,0.000839656,0.0973574,0.0100479,HIVEP1,up,HIVEP1_1913296,12012312,12164999,152687
chr3,197782806,197782906,1140745,0,+,0.27,"[0,0.29]",chr3,128006,10,UTR3,UTR3:EXON_MRNA,FYTTD1,ENSG00000122068.13,ENST00000241502.9,protein_coding,protein_coding,protein_coding,protein_coding,2,54,2,3.23108,4.316915,5.40275,0.00298642,0.000305793,0.0467247,0.00526931,FYTTD1,up,FYTTD1_1140745,197749883,197787596,37713
chr18,21865364,21865464,4887853,0,+,0.3,"(0.29,0.327]",chr18,527171,8,UTR3,UTR3:EXON_MRNA,MIB1,ENSG00000101752.13,ENST00000261537.7:ENST00000695487.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,22,2,4.29875,4.315135,4.33152,0.0249585,0.00252243,0.0973574,0.0209628,MIB1,up,MIB1_4887853,21740792,21870953,130161
chr5,132692822,132692920,1849662,0,-,0.22449,"[0,0.29]",chr5,194181,3,UTR3,UTR3:EXON_MRNA,KIF3A,ENSG00000131437.16,ENST00000378746.8,protein_coding,protein_coding,protein_coding,protein_coding,0,24,2,4.28092,4.31435,4.34778,0.0403961,0.00351556,0.114819,0.0258079,KIF3A,up,KIF3A_1849662,132692628,132737638,45010
chr17,39762301,39762400,4804808,0,-,0.383838,"(0.382,0.41]",chr17,515029,47,UTR3,UTR3:EXON_MRNA,IKZF3,ENSG00000161405.18,ENST00000346872.8,protein_coding,protein_coding,protein_coding,protein_coding,1,30,2,3.82739,4.31398,4.80057,0.00310524,0.000211905,0.0473309,0.00418969,IKZF3,up,IKZF3_4804808,39757718,39864312,106594
chr1,197154975,197155075,461725,0,-,0.44,"(0.41,0.442]",chr1,56821,14,UTR3,UTR3:EXON_MRNA,ZBTB41,ENSG00000177888.8,ENST00000367405.5,protein_coding,protein_coding,protein_coding,protein_coding,0,18,2,4.14935,4.30844,4.46753,0.0180819,0.00108286,0.087052,0.0122524,ZBTB41,up,ZBTB41_461725,197153682,197201293,47611
chr2,162268086,162268181,884286,0,-,0.410526,"(0.41,0.442]",chr2,100966,1,CDS,CDS:EXON_MRNA,IFIH1,ENSG00000115267.10,ENST00000649979.2,protein_coding,protein_coding,protein_coding,protein_coding,0,18,2,4.14935,4.30844,4.46753,0.0180819,0.00108286,0.087052,0.0122524,IFIH1,up,IFIH1_884286,162267074,162318684,51610
chr14,31156924,31157010,4105408,0,-,0.406977,"(0.382,0.41]",chr14,427187,2,CDS,CDS:EXON_MRNA,HECTD1,ENSG00000092148.14,ENST00000399332.6:ENST00000692835.1:ENST00000611816.5:ENST00000687002.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,18,2,3.85143,4.306775,4.76212,0.040155,0.000275102,0.114819,0.00486002,HECTD1,up,HECTD1_4105408,31100117,31207793,107676
chr1,198322320,198322420,201400,0,+,0.15,"[0,0.29]",chr1,25022,29,UTR3,UTR3:EXON_MRNA,NEK7,ENSG00000151414.15,ENST00000367385.9,protein_coding,protein_coding,protein_coding,protein_coding,0,26,2,3.9394,4.30661,4.67382,0.0203229,0.010767,0.0919966,0.0512584,NEK7,up,NEK7_201400,198156998,198322420,165422
chr9,107329850,107329948,2891364,0,+,0.346939,"(0.327,0.354]",chr9,290344,3,UTR3,UTR3:EXON_MRNA,RAD23B,ENSG00000119318.13,ENST00000358015.8,protein_coding,protein_coding,protein_coding,protein_coding,3,84,2,3.94454,4.305045,4.66555,0.000220168,8.60172e-09,0.0180111,5.32794e-06,RAD23B,up,RAD23B_2891364,107283279,107332189,48910
chr18,21865264,21865364,4887852,0,+,0.32,"(0.29,0.327]",chr18,527171,7,UTR3,UTR3:EXON_MRNA,MIB1,ENSG00000101752.13,ENST00000261537.7:ENST00000695487.1,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron,0,21,2,4.00301,4.304475,4.60594,0.0496072,0.000712522,0.124289,0.00920755,MIB1,up,MIB1_4887852,21740792,21870953,130161
chr14,50118062,50118156,4117791,0,-,0.382979,"(0.382,0.41]",chr14,428899,11,UTR3,UTR3:EXON_MRNA,SOS2,ENSG00000100485.12,ENST00000216373.10,protein_coding,protein_coding,protein_coding,protein_coding,0,18,2,3.69394,4.301365,4.90879,0.0552591,0.000128882,0.129297,0.00298906,SOS2,up,SOS2_4117791,50117130,50231578,114448
chr7,92001245,92001344,2331981,0,+,0.383838,"(0.382,0.41]",chr7,238961,5,CDS,CDS:EXON_MRNA,AKAP9,ENSG00000127914.19,ENST00000681412.1:ENST00000679722.1:ENST00000680074.1:ENST00000493453.1:ENST00000359028.7,protein_coding,protein_coding,protein_coding,protein_coding:retained_intron:protein_coding_CDS_not_defined,0,18,2,3.69394,4.301365,4.90879,0.0552591,0.000128882,0.129297,0.00298906,AKAP9,up,AKAP9_2331981,91940878,92110640,169762
chr4,99869903,99869999,1420195,0,+,0.333333,"(0.327,0.354]",chr4,153755,19,UTR3,UTR3:EXON_MRNA,DAPP1,ENSG00000070190.13,ENST00000512369.2,protein_coding,protein_coding,protein_coding,protein_coding,0,20,2,4.2882,4.300455,4.31271,0.0162664,0.00231617,0.0840674,0.0198241,DAPP1,up,DAPP1_1420195,99816833,99870154,53321
chr5,119394070,119394169,1695682,0,+,0.333333,"(0.327,0.354]",chr5,179611,8,UTR3,UTR3:EXON_MRNA,TNFAIP8,ENSG00000145779.8,ENST00000503646.1:ENST00000504771.3:ENST00000415806.2,protein_coding,protein_coding,protein_coding,protein_coding,0,20,2,4.2882,4.300455,4.31271,0.0162664,0.00231617,0.0840674,0.0198241,TNFAIP8,up,TNFAIP8_1695682,119356019,119399688,43669
chr4,39123053,39123152,1378142,0,+,0.313131,"(0.29,0.327]",chr4,149981,21,UTR3,UTR3:EXON_MRNA:INTRON,KLHL5,ENSG00000109790.18,ENST00000504108.7:ENST00000515612.1,protein_coding,protein_coding,protein_coding,protein_coding,0,21,2,3.73336,4.296215,4.85907,0.080556,0.000216008,0.151315,0.00418969,KLHL5,up,KLHL5_1378142,39062232,39126233,64001
chr13,97465439,97465538,3898039,0,+,0.383838,"(0.382,0.41]",chr13,406525,11,UTR3,UTR3:EXON_MRNA,RAP2A,ENSG00000125249.7,ENST00000245304.5,protein_coding,protein_coding,protein_coding,protein_coding,0,18,2,3.9934,4.29611,4.59882,0.0294102,0.000601887,0.104044,0.00823011,RAP2A,up,RAP2A_3898039,97434169,97469128,34959
chr8,66665504,66665601,2721345,0,-,0.443299,"(0.442,0.48]",chr8,276151,14,CDS,CDS:EXON_MRNA,VCPIP1,ENSG00000175073.8,ENST00000310421.5,protein_coding,protein_coding,protein_coding,protein_coding,0,18,2,4.16276,4.29589,4.42902,0.00658636,0.00384082,0.0615868,0.027695,VCPIP1,up,VCPIP1_2721345,66628487,66667231,38744
chr18,51174738,51174833,4970273,0,-,0.242105,"[0,0.29]",chr18,533563,3,UTR3,UTR3:EXON_MRNA,MEX3C,ENSG00000176624.12,ENST00000406189.4,protein_coding,protein_coding,protein_coding,protein_coding,2,53,2,3.23108,4.294565,5.35805,0.00341245,0.000305793,0.0491181,0.00526931,MEX3C,up,MEX3C_4970273,51174550,51197681,23131
chr4,39122854,39122953,1378140,0,+,0.272727,"[0,0.29]",chr4,149981,19,UTR3,UTR3:EXON_MRNA:INTRON,KLHL5,ENSG00000109790.18,ENST00000504108.7:ENST00000515612.1,protein_coding,protein_coding,protein_coding,protein_coding,0,23,2,3.79782,4.293115,4.78841,0.103754,0.000447821,0.1674,0.00683932,KLHL5,up,KLHL5_1378140,39062232,39126233,64001
chr17,67911935,67912031,4719586,0,+,0.34375,"(0.327,0.354]",chr17,502874,12,CDS,CDS:EXON_MRNA,BPTF,ENSG00000171634.19,ENST00000306378.11:ENST00000582467.2:ENST00000544778.6:ENST00000424123.7,protein_coding,protein_coding,protein_coding,protein_coding,2,66,2,3.73654,4.29302,4.8495,0.000556131,1.36171e-07,0.0258559,2.98181e-05,BPTF,up,BPTF_4719586,67825503,67984378,158875
chr6,63691966,63692043,1983789,0,+,0.298701,"(0.29,0.327]",chr6,208208,4,CDS,CDS:EXON_MRNA,PHF3,ENSG00000118482.12,ENST00000262043.8:ENST00000481385.6:ENST00000393387.5,protein_coding,protein_coding,protein_coding,protein_coding,0,21,2,4.12102,4.29076,4.4605,0.0392532,0.00132813,0.114819,0.0136022,PHF3,up,PHF3_1983789,63635802,63726011,90209
chr3,179398945,179399043,1318041,0,-,0.316327,"(0.29,0.327]",chr3,143707,30,UTR3,UTR3:EXON_MRNA,GNB4,ENSG00000114450.11,ENST00000232564.8:ENST00000676128.1,protein_coding,protein_coding,protein_coding,protein_coding,2,46,2,3.33433,4.28923,5.24413,0.00196982,0.000192948,0.0403571,0.00392232,GNB4,up,GNB4_1318041,179396114,179451198,55084
chr12,62404192,62404275,3616650,0,+,0.421687,"(0.41,0.442]",chr12,373399,1,CDS,CDS:EXON_MRNA,USP15,ENSG00000135655.16,ENST00000280377.10:ENST00000552346.1,protein_coding,protein_coding,protein_coding,protein_coding:protein_coding_CDS_not_defined,2,36,2,3.53503,4.289009999999999,5.04299,0.0010812,9.87826e-05,0.0330446,0.00249908,USP15,up,USP15_3616650,62260404,62416389,155985
chr13,97392734,97392833,3897708,0,+,0.242424,"[0,0.29]",chr13,406510,14,UTR3,UTR3:EXON_MRNA,MBNL2,ENSG00000139793.21,ENST00000343600.9,protein_coding,protein_coding,protein_coding,protein_coding,0,23,2,4.15219,4.288835000000001,4.42548,0.0581956,0.00205661,0.133139,0.0184918,MBNL2,up,MBNL2_3897708,97222006,97394116,172110
chr17,60447186,60447285,4838410,0,-,0.232323,"[0,0.29]",chr17,520242,42,UTR3,UTR3:EXON_MRNA,APPBP2,ENSG00000062725.10,ENST00000083182.8,protein_coding,protein_coding,protein_coding,protein_coding,0,23,2,4.15219,4.288835000000001,4.42548,0.0581956,0.00205661,0.133139,0.0184918,APPBP2,up,APPBP2_4838410,60443158,60526242,83084
chr3,179022218,179022318,1317502,0,-,0.37,"(0.354,0.382]",chr3,143670,51,UTR3,UTR3:EXON_MRNA,ZMAT3,ENSG00000172667.11,ENST00000311417.7,protein_coding,protein_coding,protein_coding,protein_coding,1,30,2,4.04425,4.28773,4.53121,0.00796474,5.38132e-05,0.0648005,0.00166086,ZMAT3,up,ZMAT3_1317502,179017223,179071809,54586
chr6,149410915,149411014,2041248,0,+,0.393939,"(0.382,0.41]",chr6,212817,13,UTR3,UTR3:EXON_MRNA,TAB2,ENSG00000055208.20,ENST00000637181.2:ENST00000367456.5,protein_coding,protein_coding,protein_coding,protein_coding,1,37,2,3.0049,4.2868200000000005,5.56874,0.0080501,2.11511e-06,0.0652478,0.000185033,TAB2,up,TAB2_2041248,149321052,149411613,90561
chr3,125232041,125232140,1276367,0,-,0.333333,"(0.327,0.354]",chr3,139696,65,UTR3,UTR3:EXON_MRNA,ZNF148,ENSG00000163848.21,ENST00000360647.9:ENST00000484491.5,protein_coding,protein_coding,protein_coding,protein_coding,0,19,2,3.65694,4.285055,4.91317,0.0673279,0.000133129,0.139386,0.00300369,ZNF148,up,ZNF148_1276367,125225669,125375325,149656
chr9,107330045,107330143,2891366,0,+,0.336735,"(0.327,0.354]",chr9,290344,5,UTR3,UTR3:EXON_MRNA,RAD23B,ENSG00000119318.13,ENST00000358015.8,protein_coding,protein_coding,protein_coding,protein_coding,3,47,2,3.28203,4.2789850000000005,5.27594,0.000766612,6.28465e-05,0.0287233,0.00185519,RAD23B,up,RAD23B_2891366,107283279,107332189,48910
chr14,68788251,68788350,4136148,0,-,0.232323,"[0,0.29]",chr14,431167,7,UTR3,UTR3:EXON_MRNA,ZFP36L1,ENSG00000185650.10,ENST00000439696.3,protein_coding,protein_coding,protein_coding,protein_coding,0,24,2,4.12024,4.27835,4.43646,0.0338457,0.0061025,0.110571,0.0366982,ZFP36L1,up,ZFP36L1_4136148,68788605,68796249,7644
